elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,activity,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.985933125,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Correct,,,
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,walking,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.985933125,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Correct,,,
"Wonderful, what’s on the agenda today?",going to lunch with my friends,meal,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9614580274,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,With,,
"Wonderful, what’s on the agenda today?",going to lunch with my friends,lunch,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9614580274,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,,,
"Wonderful, what’s on the agenda today?",going to lunch with my friends,lunch,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9614580274,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,,,
"Wonderful, what’s on the agenda today?",going to lunch with my friends,friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9614580274,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: friends.","     value
0     meal
1    lunch
2  friends","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","     value     _merge
0     meal       both
1    lunch       both
2    lunch       both
3  friends  left_only","['meal', 'lunch', 'lunch']",left_only,1,0,FALSE,Correct,,,
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,physical activity,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.7853748798,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Partially correct,,Sentence would suggest that the user is telling ElliQ to go for a walk,
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.7853748798,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],left_only,1,0,TRUE,Partially correct,,,
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,activity,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.7853748798,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Partially correct,,,
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,walking,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.7853748798,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  physical activity   left_only
1               walk   left_only
2           activity  right_only
3            walking  right_only",[],right_only,0,1,TRUE,Partially correct,,,
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,kid,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.7567797303,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],left_only,1,0,FALSE,,,,
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,activity,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.7567797303,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],left_only,1,0,FALSE,,,"Not sure what ""Kid"" could be",
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,going to the store,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.7567797303,"Information Items:
memory_name: relationship, entity: type, value: kid.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: going to the store.","                value
0                 kid
1            activity
2  going to the store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0                 kid  left_only
1            activity  left_only
2  going to the store  left_only",[],left_only,1,0,FALSE,,,,
